,pref
1997,academic
1998,adventurous
1999,adventurous
2000,adventurous
2001,adventurous
2002,adventurous
2003,adventurous
2004,adventurous
2005,adventurous
2006,other
2007,adventurous
2008,adventurous
2009,adventurous
2010,other
2011,adventurous
2012,adventurous
2013,other
2014,adventurous
2015,adventurous
2016,adventurous
2017,adventurous
2018,adventurous
2019,adventurous
2020,academic
2021,adventurous
2022,adventurous
2023,adventurous
2024,adventurous
2025,adventurous
2026,adventurous
2027,adventurous
2028,adventurous
2029,academic
2030,adventurous
2031,adventurous
2032,adventurous
2033,adventurous
2034,adventurous
2035,adventurous
2036,adventurous
2037,adventurous
2038,adventurous
2039,adventurous
2040,adventurous
2041,adventurous
2042,adventurous
2043,adventurous
2044,adventurous
2045,adventurous
2046,adventurous
2047,other
2048,academic
2049,adventurous
2050,academic
2051,adventurous
2052,adventurous
2053,other
2054,adventurous
2055,adventurous
2056,academic
2057,adventurous
2058,adventurous
2059,adventurous
2060,adventurous
2061,adventurous
2062,adventurous
2063,adventurous
2064,adventurous
2065,academic
2066,adventurous
2067,other
2068,adventurous
2069,adventurous
2070,adventurous
2071,adventurous
2072,other
2073,adventurous
2074,adventurous
2075,adventurous
2076,adventurous
2077,academic
2078,adventurous
2079,adventurous
2080,adventurous
2081,adventurous
2082,adventurous
2083,adventurous
2084,adventurous
2085,adventurous
2086,adventurous
2087,adventurous
2088,adventurous
2089,adventurous
2090,adventurous
2091,adventurous
2092,adventurous
2093,adventurous
2094,adventurous
2095,adventurous
2096,adventurous
2097,adventurous
2098,adventurous
2099,adventurous
2100,other
2101,adventurous
2102,adventurous
2103,adventurous
2104,other
2105,other
2106,adventurous
2107,academic
2108,adventurous
2109,adventurous
2110,adventurous
2111,academic
2112,academic
2113,adventurous
2114,adventurous
2115,adventurous
2116,adventurous
2117,adventurous
2118,adventurous
2119,adventurous
2120,adventurous
2121,academic
2122,adventurous
2123,adventurous
2124,adventurous
2125,adventurous
2126,adventurous
2127,adventurous
2128,other
2129,adventurous
2130,adventurous
2131,adventurous
2132,adventurous
2133,adventurous
2134,adventurous
2135,adventurous
2136,adventurous
2137,academic
2138,adventurous
2139,adventurous
2140,academic
2141,adventurous
2142,adventurous
2143,adventurous
2144,adventurous
2145,adventurous
2146,academic
2147,adventurous
2148,adventurous
2149,adventurous
2150,adventurous
2151,adventurous
2152,adventurous
2153,adventurous
2154,other
2155,adventurous
2156,academic
2157,adventurous
2158,adventurous
2159,adventurous
2160,adventurous
2161,adventurous
2162,adventurous
2163,adventurous
2164,adventurous
2165,adventurous
2166,adventurous
2167,adventurous
2168,adventurous
2169,adventurous
2170,adventurous
2171,adventurous
2172,adventurous
2173,adventurous
2174,adventurous
2175,adventurous
2176,adventurous
2177,adventurous
2178,academic
2179,adventurous
2180,other
2181,adventurous
2182,adventurous
2183,other
2184,adventurous
2185,adventurous
2186,other
2187,adventurous
2188,adventurous
2189,adventurous
2190,adventurous
2191,other
2192,adventurous
2193,adventurous
2194,adventurous
2195,adventurous
2196,academic
2197,other
2198,adventurous
2199,adventurous
2200,adventurous
2201,adventurous
2202,adventurous
2203,adventurous
2204,academic
2205,adventurous
2206,academic
2207,adventurous
2208,adventurous
2209,academic
2210,academic
2211,adventurous
2212,adventurous
2213,adventurous
2214,adventurous
2215,academic
2216,adventurous
2217,adventurous
2218,adventurous
2219,academic
2220,adventurous
2221,adventurous
2222,adventurous
2223,adventurous
2224,adventurous
2225,adventurous
2226,other
2227,adventurous
2228,academic
2229,academic
2230,academic
2231,adventurous
2232,adventurous
2233,academic
2234,adventurous
2235,adventurous
2236,adventurous
2237,adventurous
2238,adventurous
2239,academic
2240,adventurous
2241,adventurous
2242,other
2243,academic
2244,adventurous
2245,adventurous
2246,adventurous
2247,adventurous
2248,adventurous
2249,adventurous
2250,adventurous
2251,adventurous
2252,adventurous
2253,adventurous
2254,adventurous
2255,adventurous
2256,adventurous
2257,adventurous
2258,adventurous
2259,adventurous
2260,other
2261,adventurous
2262,academic
2263,adventurous
2264,adventurous
2265,adventurous
2266,academic
2267,other
2268,adventurous
2269,adventurous
2270,adventurous
2271,adventurous
2272,adventurous
2273,adventurous
2274,other
2275,adventurous
2276,academic
2277,adventurous
2278,academic
2279,adventurous
2280,adventurous
2281,adventurous
2282,adventurous
2283,adventurous
2284,adventurous
2285,other
2286,adventurous
2287,adventurous
2288,other
2289,other
2290,adventurous
2291,adventurous
2292,adventurous
2293,adventurous
2294,other
2295,adventurous
2296,adventurous
2297,other
2298,adventurous
2299,adventurous
2300,adventurous
2301,adventurous
2302,academic
2303,adventurous
2304,other
2305,adventurous
2306,adventurous
2307,other
2308,adventurous
2309,academic
2310,adventurous
2311,other
2312,adventurous
2313,adventurous
2314,other
2315,other
2316,adventurous
2317,adventurous
2318,adventurous
2319,other
2320,academic
2321,adventurous
2322,adventurous
2323,adventurous
2324,adventurous
2325,adventurous
2326,adventurous
2327,adventurous
2328,adventurous
2329,adventurous
2330,academic
2331,adventurous
2332,academic
2333,other
2334,adventurous
2335,adventurous
2336,adventurous
2337,other
2338,other
2339,academic
2340,adventurous
2341,other
2342,adventurous
2343,academic
2344,adventurous
2345,adventurous
2346,adventurous
2347,adventurous
2348,adventurous
2349,adventurous
2350,adventurous
2351,other
2352,adventurous
2353,adventurous
2354,adventurous
2355,adventurous
2356,adventurous
2357,academic
2358,adventurous
2359,adventurous
2360,adventurous
2361,adventurous
2362,adventurous
2363,academic
2364,adventurous
2365,adventurous
2366,adventurous
2367,adventurous
2368,adventurous
2369,adventurous
2370,adventurous
2371,academic
2372,other
2373,adventurous
2374,adventurous
2375,adventurous
2376,adventurous
2377,adventurous
2378,adventurous
2379,adventurous
2380,adventurous
2381,adventurous
2382,adventurous
2383,adventurous
2384,adventurous
2385,academic
2386,adventurous
2387,adventurous
2388,adventurous
2389,adventurous
2390,adventurous
2391,adventurous
2392,adventurous
2393,adventurous
2394,adventurous
2395,adventurous
2396,adventurous
2397,adventurous
2398,adventurous
2399,adventurous
2400,adventurous
2401,adventurous
2402,adventurous
2403,adventurous
2404,adventurous
2405,adventurous
2406,adventurous
2407,adventurous
2408,adventurous
2409,adventurous
2410,adventurous
2411,adventurous
2412,adventurous
2413,adventurous
2414,adventurous
2415,other
2416,other
2417,adventurous
2418,adventurous
2419,adventurous
2420,adventurous
2421,adventurous
2422,academic
2423,adventurous
2424,adventurous
2425,adventurous
2426,adventurous
2427,adventurous
2428,academic
2429,adventurous
2430,adventurous
2431,adventurous
2432,adventurous
2433,adventurous
2434,adventurous
2435,adventurous
2436,adventurous
2437,adventurous
2438,adventurous
2439,adventurous
2440,other
2441,adventurous
2442,adventurous
2443,adventurous
2444,other
2445,adventurous
2446,adventurous
2447,adventurous
2448,adventurous
2449,adventurous
2450,other
2451,adventurous
2452,academic
2453,other
2454,adventurous
2455,other
2456,other
2457,adventurous
2458,academic
2459,adventurous
2460,academic
2461,adventurous
2462,adventurous
2463,adventurous
2464,adventurous
2465,adventurous
2466,adventurous
2467,adventurous
2468,adventurous
2469,adventurous
2470,adventurous
2471,adventurous
2472,adventurous
2473,adventurous
2474,adventurous
2475,adventurous
2476,other
2477,adventurous
2478,adventurous
2479,other
2480,adventurous
2481,adventurous
2482,adventurous
2483,adventurous
2484,adventurous
2485,adventurous
2486,adventurous
2487,adventurous
2488,adventurous
2489,adventurous
2490,adventurous
2491,adventurous
2492,adventurous
2493,adventurous
2494,academic
2495,adventurous
2496,adventurous
2497,adventurous
2498,adventurous
2499,adventurous
2500,adventurous
2501,adventurous
2502,adventurous
2503,adventurous
2504,adventurous
2505,adventurous
2506,adventurous
2507,adventurous
2508,adventurous
2509,other
2510,adventurous
2511,adventurous
2512,other
2513,adventurous
2514,adventurous
2515,adventurous
2516,adventurous
2517,adventurous
2518,adventurous
2519,academic
2520,adventurous
2521,adventurous
2522,other
2523,academic
2524,other
2525,adventurous
2526,adventurous
2527,academic
2528,other
2529,adventurous
2530,adventurous
2531,adventurous
2532,adventurous
2533,other
2534,adventurous
2535,academic
2536,adventurous
2537,adventurous
2538,adventurous
2539,adventurous
2540,adventurous
2541,adventurous
2542,adventurous
2543,adventurous
2544,adventurous
2545,adventurous
2546,other
2547,academic
2548,other
2549,adventurous
2550,adventurous
2551,adventurous
2552,adventurous
2553,academic
2554,adventurous
2555,academic
2556,adventurous
2557,adventurous
2558,adventurous
2559,adventurous
2560,academic
2561,adventurous
2562,adventurous
2563,adventurous
2564,adventurous
2565,adventurous
2566,adventurous
2567,adventurous
2568,adventurous
2569,adventurous
2570,adventurous
2571,adventurous
2572,other
2573,adventurous
2574,adventurous
2575,adventurous
2576,adventurous
2577,adventurous
2578,adventurous
2579,adventurous
2580,adventurous
2581,adventurous
2582,other
2583,adventurous
2584,other
2585,adventurous
2586,adventurous
2587,adventurous
2588,adventurous
2589,adventurous
2590,adventurous
2591,adventurous
2592,adventurous
2593,adventurous
2594,adventurous
2595,academic
2596,adventurous
2597,adventurous
2598,adventurous
2599,adventurous
2600,adventurous
2601,academic
2602,adventurous
2603,adventurous
2604,adventurous
2605,adventurous
2606,adventurous
2607,other
2608,adventurous
2609,adventurous
2610,adventurous
2611,adventurous
2612,adventurous
2613,adventurous
2614,adventurous
2615,adventurous
2616,adventurous
2617,other
2618,adventurous
2619,academic
2620,adventurous
2621,academic
2622,adventurous
2623,other
2624,adventurous
2625,adventurous
2626,adventurous
2627,adventurous
2628,adventurous
2629,adventurous
2630,adventurous
2631,adventurous
2632,adventurous
2633,adventurous
2634,adventurous
2635,adventurous
2636,adventurous
2637,adventurous
2638,academic
2639,adventurous
2640,adventurous
2641,adventurous
2642,academic
2643,adventurous
2644,adventurous
2645,academic
2646,adventurous
2647,adventurous
2648,other
2649,adventurous
2650,adventurous
2651,other
2652,adventurous
2653,adventurous
2654,adventurous
2655,adventurous
2656,academic
2657,adventurous
2658,adventurous
2659,adventurous
2660,adventurous
2661,adventurous
2662,adventurous
2663,adventurous
2664,adventurous
2665,adventurous
2666,adventurous
2667,adventurous
2668,other
2669,other
2670,adventurous
2671,academic
2672,other
2673,academic
2674,adventurous
2675,adventurous
2676,adventurous
2677,adventurous
2678,adventurous
2679,adventurous
2680,adventurous
2681,adventurous
2682,adventurous
2683,adventurous
2684,adventurous
2685,adventurous
2686,adventurous
2687,adventurous
2688,adventurous
2689,adventurous
2690,adventurous
2691,academic
2692,adventurous
2693,adventurous
2694,adventurous
2695,adventurous
2696,adventurous
2697,adventurous
2698,adventurous
2699,academic
2700,adventurous
2701,adventurous
2702,adventurous
2703,adventurous
2704,adventurous
2705,adventurous
2706,adventurous
2707,adventurous
2708,adventurous
2709,other
2710,adventurous
2711,adventurous
2712,adventurous
2713,adventurous
2714,other
2715,adventurous
2716,adventurous
2717,adventurous
2718,adventurous
2719,adventurous
2720,adventurous
2721,academic
2722,academic
2723,adventurous
2724,adventurous
2725,adventurous
2726,adventurous
2727,adventurous
2728,other
2729,adventurous
2730,adventurous
2731,adventurous
2732,adventurous
2733,adventurous
2734,academic
2735,adventurous
2736,adventurous
2737,adventurous
2738,other
2739,adventurous
2740,adventurous
2741,adventurous
2742,adventurous
2743,adventurous
2744,adventurous
2745,adventurous
2746,adventurous
2747,adventurous
2748,adventurous
2749,adventurous
2750,adventurous
2751,adventurous
2752,adventurous
2753,adventurous
2754,adventurous
2755,academic
2756,adventurous
2757,adventurous
2758,adventurous
2759,adventurous
2760,adventurous
2761,academic
2762,adventurous
2763,adventurous
2764,adventurous
2765,adventurous
2766,adventurous
2767,adventurous
2768,adventurous
2769,adventurous
2770,academic
2771,adventurous
2772,adventurous
2773,adventurous
2774,adventurous
2775,adventurous
2776,academic
2777,other
2778,adventurous
2779,adventurous
2780,adventurous
2781,adventurous
2782,adventurous
2783,other
2784,adventurous
2785,adventurous
2786,adventurous
2787,adventurous
2788,adventurous
2789,other
2790,adventurous
2791,adventurous
2792,adventurous
2793,adventurous
2794,adventurous
2795,adventurous
2796,adventurous
2797,adventurous
2798,adventurous
2799,adventurous
2800,academic
2801,adventurous
2802,other
2803,adventurous
2804,academic
2805,academic
2806,academic
2807,adventurous
2808,adventurous
2809,academic
2810,other
2811,adventurous
2812,adventurous
2813,adventurous
2814,adventurous
2815,academic
2816,adventurous
2817,adventurous
2818,adventurous
2819,adventurous
2820,adventurous
2821,adventurous
2822,other
2823,other
2824,adventurous
2825,other
2826,other
2827,adventurous
2828,academic
2829,academic
2830,adventurous
2831,other
2832,adventurous
2833,other
2834,adventurous
2835,academic
2836,adventurous
2837,other
2838,adventurous
2839,adventurous
2840,adventurous
2841,academic
2842,adventurous
2843,adventurous
2844,adventurous
2845,adventurous
2846,adventurous
2847,adventurous
2848,adventurous
2849,adventurous
2850,adventurous
2851,adventurous
2852,other
2853,adventurous
2854,adventurous
2855,adventurous
2856,adventurous
2857,academic
2858,academic
2859,adventurous
2860,other
2861,adventurous
